,Cell Type,Value,Measurement
12088,Amygdaloid nucleus paracapsular intercalated cell,78.0,spike amplitude
12089,Amygdaloid nucleus paracapsular intercalated cell,25.9,membrane time constant
12090,Amygdaloid nucleus paracapsular intercalated cell,34.6,maximum firing rate
12091,Amygdaloid nucleus paracapsular intercalated cell,27.1,membrane time constant
12092,Amygdaloid nucleus paracapsular intercalated cell,0.66,spike half-width
12093,Amygdaloid nucleus paracapsular intercalated cell,0.94,sag ratio
12094,Amygdaloid nucleus paracapsular intercalated cell,-82.7,resting membrane potential
12095,Amygdaloid nucleus paracapsular intercalated cell,-84.3,resting membrane potential
12096,Amygdaloid nucleus paracapsular intercalated cell,0.89,sag ratio
12097,Amygdaloid nucleus paracapsular intercalated cell,-10.9,AHP amplitude
12098,Amygdaloid nucleus paracapsular intercalated cell,-10.8,AHP amplitude
12099,Amygdaloid nucleus paracapsular intercalated cell,30.3,maximum firing rate
12100,Amygdaloid nucleus paracapsular intercalated cell,0.81,adaptation ratio
12101,Hippocampus CA1 basket cell,0.8,adaptation ratio
12102,Other,0.56,adaptation ratio
12103,Hippocampus CA1 basket cell,0.88,adaptation ratio
12104,Hippocampus CA1 basket cell,0.64,adaptation ratio
12105,Hippocampus CA1 basket cell,0.46,adaptation ratio
12106,Dentate gyrus hilar cell,-0.5,slow AHP amplitude
12107,Dentate gyrus hilar cell,-3.9,slow AHP amplitude
12108,Dentate gyrus hilar cell,-1.7,slow AHP amplitude
12109,Dentate gyrus hilar cell,-7.2,fast AHP amplitude
12110,Dentate gyrus hilar cell,-14.4,fast AHP amplitude
12111,Dentate gyrus hilar cell,-12.2,fast AHP amplitude
12112,Neocortex pyramidal cell layer 5-6,-39.4,spike threshold
12113,Neocortex pyramidal cell layer 5-6,1.44,spike half-width
12114,Neocortex pyramidal cell layer 5-6,118.0,spike amplitude from resting
12115,Neocortex pyramidal cell layer 5-6,44.1,FI slope
12116,Neocortex pyramidal cell layer 5-6,176.5,rheobase
12117,Neocortex pyramidal cell layer 5-6,29.3,maximum firing rate
12118,Neocortex pyramidal cell layer 5-6,-70.7,resting membrane potential
12119,Neocortex pyramidal cell layer 5-6,188.4,input resistance
12120,Other,-58.9,spike threshold
12121,Other,-1.3,AHP amplitude
12122,Other,69.1,adaptation percent (first/last ISI)
12123,Other,36.7,adaptation percent (first/last ISI)
12124,Other,4.7,ADP amplitude
12125,Other,1.0,spike half-width
12126,Other,18.5,sag ratio
12127,Other,0.9,spike half-width
12128,Other,68.5,spike amplitude
12129,Other,67.5,spike amplitude
12130,Other,6.7,sag ratio
12131,Other,6.4,membrane time constant
12132,Other,-56.2,spike threshold
12133,Other,7.0,membrane time constant
12134,Other,-70.3,resting membrane potential
12135,Other,-67.5,resting membrane potential
12136,Other,-3.8,AHP amplitude
12137,Other,98.2,input resistance
12138,Other,85.6,input resistance
12139,Other,0.2,ADP amplitude
12140,Vestibular ganglion cell,0.44,input resistance
12141,Vestibular ganglion cell,0.32,input resistance
12142,Vestibular ganglion cell,0.42,input resistance
12143,Vestibular ganglion cell,0.54,input resistance
12144,Vestibular ganglion cell,-48.7,resting membrane potential
12145,Vestibular ganglion cell,-47.3,resting membrane potential
12146,Vestibular ganglion cell,-46.9,resting membrane potential
12147,Vestibular ganglion cell,-49.0,resting membrane potential
12148,Vestibular ganglion cell,14.6,cell capacitance
12149,Vestibular ganglion cell,12.5,cell capacitance
12150,Vestibular ganglion cell,13.0,cell capacitance
12151,Vestibular ganglion cell,14.0,cell capacitance
12152,Neocortex pyramidal cell layer 5-6,17.2,membrane time constant
12153,Neocortex pyramidal cell layer 5-6,24.3,membrane time constant
12154,Neocortex pyramidal cell layer 5-6,128.7,input resistance
12155,Neocortex pyramidal cell layer 5-6,174.1,input resistance
12156,Neocortex pyramidal cell layer 5-6,-74.2,resting membrane potential
12157,Neocortex pyramidal cell layer 5-6,-71.7,resting membrane potential
12158,Other,11.0,resting membrane potential
12159,Dentate gyrus mossy cell,3.32,medium AHP amplitude
12160,Dentate gyrus mossy cell,2.91,medium AHP amplitude
12161,Dentate gyrus mossy cell,3.92,medium AHP amplitude
12162,Other,-48.5,spike threshold
12163,Other,-60.6,resting membrane potential
12164,Other,411.0,input resistance
12165,Other,97.3,sag ratio
12166,Other,-16.3,slow AHP amplitude
12167,Other,2.9,spike width
12168,Other,1.2,spike rise time
12169,Other,16.7,cell diameter
12170,Other,1.2,spontaneous firing rate
12171,Other,61.3,spike amplitude
12172,Other,-25.1,AHP amplitude
12173,Other,39.0,maximum firing rate
12174,Other,26.6,cell diameter
12175,Hippocampus CA1 pyramidal cell,9.9,membrane time constant
12176,Hippocampus CA1 pyramidal cell,1.88,adaptation ratio (last/first ISI)
12177,Hippocampus CA1 pyramidal cell,108.9,rheobase
12178,Hippocampus CA1 pyramidal cell,9.6,membrane time constant
12179,Hippocampus CA1 pyramidal cell,111.2,rheobase
12180,Hippocampus CA1 pyramidal cell,145.5,input resistance
12181,Hippocampus CA1 pyramidal cell,104.8,spike amplitude
12182,Hippocampus CA1 pyramidal cell,103.5,spike amplitude
12183,Hippocampus CA1 pyramidal cell,140.9,input resistance
12184,Hippocampus CA1 pyramidal cell,-65.75,resting membrane potential
12185,Hippocampus CA1 pyramidal cell,2.0,adaptation ratio (last/first ISI)
12186,Hippocampus CA1 pyramidal cell,-64.67,resting membrane potential
12187,Medial entorhinal cortex layer III pyramidal cell,0.4,spike half-width
12188,Medial entorhinal cortex layer III pyramidal cell,0.5,spike half-width
12189,Medial entorhinal cortex layer III pyramidal cell,6.0,membrane time constant
12190,Medial entorhinal cortex layer III pyramidal cell,22.9,membrane time constant
12191,Medial entorhinal cortex layer III pyramidal cell,4.0,membrane time constant
12192,Medial entorhinal cortex layer III pyramidal cell,16.8,membrane time constant
12193,Medial entorhinal cortex layer III pyramidal cell,0.24,spike half-width
12194,Medial entorhinal cortex layer III pyramidal cell,0.77,spike half-width
12195,Medial entorhinal cortex layer III pyramidal cell,10.1,membrane time constant
12196,Medial entorhinal cortex layer III pyramidal cell,33.3,input resistance
12197,Medial entorhinal cortex layer III pyramidal cell,65.0,input resistance
12198,Medial entorhinal cortex layer III pyramidal cell,-63.7,resting membrane potential
12199,Medial entorhinal cortex layer III pyramidal cell,-63.3,resting membrane potential
12200,Medial entorhinal cortex layer III pyramidal cell,-63.3,resting membrane potential
12201,Medial entorhinal cortex layer III pyramidal cell,-64.4,resting membrane potential
12202,Medial entorhinal cortex layer III pyramidal cell,-63.2,resting membrane potential
12203,Medial entorhinal cortex layer III pyramidal cell,0.5,spike half-width
12204,Medial entorhinal cortex layer III pyramidal cell,-42.7,spike threshold
12205,Medial entorhinal cortex layer III pyramidal cell,-41.6,spike threshold
12206,Medial entorhinal cortex layer III pyramidal cell,-42.2,spike threshold
12207,Medial entorhinal cortex layer III pyramidal cell,-36.3,spike threshold
12208,Medial entorhinal cortex layer III pyramidal cell,-35.8,spike threshold
12209,Medial entorhinal cortex layer III pyramidal cell,166.6,input resistance
12210,Medial entorhinal cortex layer III pyramidal cell,49.9,input resistance
12211,Medial entorhinal cortex layer III pyramidal cell,115.9,input resistance
12212,Neocortex interneuron deep,205.2,rheobase
12213,Neocortex interneuron deep,128.2,input resistance
12214,Neocortex interneuron deep,9.6,membrane time constant
12215,Neocortex interneuron deep,-68.5,resting membrane potential
12216,Neocortex interneuron deep,-19.7,fast AHP amplitude
12217,Neocortex interneuron deep,76.9,spike max rise slope
12218,Neocortex interneuron deep,-94.5,spike max decay slope
12219,Neocortex interneuron deep,146.7,maximum firing rate
12220,Neocortex interneuron deep,0.54,spike half-width
12221,Neocortex interneuron deep,73.1,first spike latency
12222,Neocortex interneuron deep,-36.4,spike threshold
12223,Neocortex interneuron deep,80.9,spike amplitude
12224,Dorsal motor nucleus of vagus motor neuron,355.0,cell surface area
12225,Dorsal motor nucleus of vagus motor neuron,298.0,input resistance
12226,Dorsal motor nucleus of vagus motor neuron,-50.0,resting membrane potential
12227,Neocortex pyramidal cell layer 2-3,81.2,spike amplitude
12228,Neocortex pyramidal cell layer 2-3,141.7,rheobase
12229,Neocortex pyramidal cell layer 2-3,-40.0,spike threshold
12230,Neocortex pyramidal cell layer 2-3,-69.1,resting membrane potential
12231,Neocortex pyramidal cell layer 2-3,116.5,input resistance
12232,Dentate gyrus granule cell,-26.0,spike max decay slope
12233,Dentate gyrus granule cell,1.713,spike half-width
12234,Dentate gyrus granule cell,73.56,spike max rise slope
12235,Dentate gyrus granule cell,69.72,spike amplitude
12236,Dentate gyrus granule cell,-73.38,resting membrane potential
12237,Dentate gyrus granule cell,-39.38,spike threshold
12238,Subthalamic nucleus neuron,4.5,firing frequency
12239,Subthalamic nucleus neuron,1.4,spike half-width
12240,Subthalamic nucleus neuron,863.0,input resistance
12241,Subthalamic nucleus neuron,447.0,ADP duration
12242,Subthalamic nucleus neuron,-47.2,resting membrane potential
12243,Subthalamic nucleus neuron,10.4,sag amplitude
12244,Subthalamic nucleus neuron,-14.8,AHP voltage
12245,Hypoglossal nucleus motor neuron,4.8,medium AHP amplitude from resting
12246,Neocortex pyramidal cell layer 2-3,32.2,membrane time constant
12247,Neocortex pyramidal cell layer 2-3,-69.7,resting membrane potential
12248,Neocortex pyramidal cell layer 2-3,122.4,cell capacitance
12249,Neocortex interneuron deep,67.5,cell capacitance
12250,Neocortex interneuron deep,-59.8,resting membrane potential
12251,Neocortex pyramidal cell layer 2-3,277.0,input resistance
12252,Neocortex interneuron deep,32.2,membrane time constant
12253,Neocortex interneuron deep,526.0,input resistance
12254,Neocortex interneuron deep,3.8,AHP duration
12255,Neocortex pyramidal cell layer 2-3,24.0,ADP amplitude
12256,Neocortex interneuron deep,-15.2,AHP amplitude
12257,Neocortex pyramidal cell layer 2-3,96.6,spike amplitude
12258,Neocortex pyramidal cell layer 2-3,7.0,AHP duration
12259,Neocortex interneuron deep,1.9,ADP amplitude
12260,Neocortex pyramidal cell layer 2-3,24.0,ADP duration
12261,Neocortex interneuron deep,4.4,ADP duration
12262,Neocortex interneuron deep,0.7,spike width
12263,Neocortex pyramidal cell layer 2-3,1.3,spike width
12264,Neocortex pyramidal cell layer 2-3,-5.9,AHP amplitude
12265,Neocortex interneuron deep,89.2,spike amplitude
12266,Neocortex pyramidal cell layer 2-3,45.6,maximum firing rate
12267,Neocortex interneuron deep,92.0,maximum firing rate
12268,Dentate gyrus granule cell,34.8,membrane time constant
12269,Dentate gyrus granule cell,34.7,membrane time constant
12270,Hippocampus CA3 pyramidal cell,45.7,membrane time constant
12271,Hippocampus CA3 pyramidal cell,57.3,membrane time constant
12272,Hippocampus CA1 pyramidal cell,21.9,membrane time constant
12273,Hippocampus CA1 pyramidal cell,19.9,membrane time constant
12274,Dentate gyrus granule cell,788.0,input resistance
12275,Dentate gyrus granule cell,987.0,input resistance
12276,Hippocampus CA3 pyramidal cell,271.0,input resistance
12277,Hippocampus CA3 pyramidal cell,358.0,input resistance
12278,Hippocampus CA1 pyramidal cell,167.0,input resistance
12279,Hippocampus CA1 pyramidal cell,208.0,input resistance
12280,Hippocampus CA1 pyramidal cell,-55.1,resting membrane potential
12281,Hippocampus CA1 pyramidal cell,-63.3,resting membrane potential
12282,Dentate gyrus granule cell,-52.6,resting membrane potential
12283,Dentate gyrus granule cell,-67.3,resting membrane potential
12284,Hippocampus CA3 pyramidal cell,-47.7,resting membrane potential
12285,Hippocampus CA3 pyramidal cell,-62.1,resting membrane potential
12286,Hippocampus CA3 oriens interneuron,36.5,membrane time constant
12287,Hippocampus CA3 oriens interneuron,42.7,membrane time constant
12288,Hippocampus CA1 oriens lacunosum moleculare neuron,35.9,membrane time constant
12289,Hippocampus CA1 oriens lacunosum moleculare neuron,51.4,membrane time constant
12290,Hippocampus CA3 oriens interneuron,221.0,input resistance
12291,Hippocampus CA3 oriens interneuron,322.0,input resistance
12292,Hippocampus CA1 oriens lacunosum moleculare neuron,410.0,input resistance
12293,Hippocampus CA1 oriens lacunosum moleculare neuron,-44.7,resting membrane potential
12294,Hippocampus CA1 oriens lacunosum moleculare neuron,-57.0,resting membrane potential
12295,Hippocampus CA1 oriens lacunosum moleculare neuron,565.0,input resistance
12296,Hippocampus CA3 oriens interneuron,-44.0,resting membrane potential
12297,Hippocampus CA3 oriens interneuron,-55.6,resting membrane potential
12298,Olfactory cortex pyramidal cell,1.25,spike decay time
12299,Olfactory cortex pyramidal cell,0.4,spike rise time
12300,Olfactory cortex pyramidal cell,-59.5,resting membrane potential
12301,Olfactory cortex pyramidal cell,1.51,spike half-width
12302,Olfactory cortex pyramidal cell,65.6,spike amplitude
12303,Olfactory cortex pyramidal cell,-31.3,spike threshold
12304,Neocortex interneuron deep,1.1,spike half-width
12305,Neocortex interneuron deep,-11.8,AHP amplitude
12306,Neocortex interneuron deep,-40.8,spike threshold
12307,Neocortex interneuron deep,0.18,adaptation ratio
12308,Neocortex interneuron deep,-70.1,resting membrane potential
12309,Neocortex interneuron deep,60.0,maximum firing rate
12310,Neocortex interneuron deep,-16.0,AHP amplitude
12311,Neocortex interneuron deep,-34.4,spike threshold
12312,Neocortex interneuron deep,0.32,spike half-width
12313,Neocortex interneuron deep,-67.2,resting membrane potential
12314,Neocortex interneuron deep,279.0,maximum firing rate
12315,Neocortex interneuron deep,0.67,adaptation ratio
12316,"Globus pallidus, external segment neuron",-67.3,AHP voltage
12317,"Globus pallidus, external segment neuron",0.78,adaptation ratio
12318,"Globus pallidus, external segment neuron",18.2,AHP amplitude
12319,"Globus pallidus, external segment neuron",10.6,AHP amplitude
12320,"Globus pallidus, external segment neuron",0.64,adaptation ratio
12321,"Globus pallidus, external segment neuron",0.78,spike half-width
12322,"Globus pallidus, external segment neuron",-73.3,AHP voltage
12323,"Globus pallidus, external segment neuron",-55.0,spike threshold
12324,"Globus pallidus, external segment neuron",-56.6,spike threshold
12325,"Globus pallidus, external segment neuron",556.2,input resistance
12326,"Globus pallidus, external segment neuron",0.98,spike half-width
12327,"Globus pallidus, external segment neuron",450.2,input resistance
12328,"Globus pallidus, external segment neuron",-66.7,AHP voltage
12329,"Globus pallidus, external segment neuron",0.73,spike half-width
12330,"Globus pallidus, external segment neuron",16.8,AHP amplitude
12331,"Globus pallidus, external segment neuron",0.69,adaptation ratio
12332,"Globus pallidus, external segment neuron",-49.9,spike threshold
12333,"Globus pallidus, external segment neuron",491.0,input resistance
12334,Neocortex pyramidal cell layer 5-6,9.2,sag ratio
12335,Neocortex pyramidal cell layer 5-6,971.0,spike width
12336,Neocortex pyramidal cell layer 5-6,77.0,spike amplitude
12337,Neocortex pyramidal cell layer 5-6,-29.5,spike threshold
12338,Neocortex pyramidal cell layer 5-6,147.0,rheobase
12339,Neocortex pyramidal cell layer 5-6,123.0,input resistance
12340,Neocortex pyramidal cell layer 5-6,-60.7,resting membrane potential
12341,Neocortex pyramidal cell layer 5-6,-61.7,resting membrane potential
12342,Neocortex pyramidal cell layer 5-6,105.0,input resistance
12343,Neocortex pyramidal cell layer 5-6,135.0,rheobase
12344,Neocortex pyramidal cell layer 5-6,-30.6,spike threshold
12345,Neocortex pyramidal cell layer 5-6,80.0,spike amplitude
12346,Neocortex pyramidal cell layer 5-6,11.7,sag ratio
12347,Neocortex pyramidal cell layer 5-6,818.0,spike width
